Escenario,Mes 1,Mes,LS,CeCo,Concepto 1,Concepto,Monto
Plan Operativo,Ene Acd AJ,Ene,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7015 - Materiales,Materiales,206.61
Plan Operativo,Ene Acd AJ,Ene,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7001 - Servicios,Servicios,434.92
Plan Operativo,Ene Acd AJ,Ene,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7002 - Gastos de Operacion,Gastos de Operacion,250.8
Plan Operativo,Ene Acd AJ,Ene,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,103.92
Plan Operativo,Ene Acd AJ,Ene,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7012 - IVA,IVA,727.75
Plan Operativo,Ene Acd AJ,Ene,LS_13 - Arrendamientos,UF_5691301000 - Arrendamientos,ER_7001 - Servicios,Servicios,25000
Plan Operativo,Ene Acd AJ,Ene,LS_13 - Arrendamientos,UF_5691301000 - Arrendamientos,ER_7012 - IVA,IVA,3750
Plan Operativo,Ene Acd AJ,Ene,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7001 - Servicios,Servicios,512.05
Plan Operativo,Ene Acd AJ,Ene,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7002 - Gastos de Operacion,Gastos de Operacion,35979.14
Plan Operativo,Ene Acd AJ,Ene,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,20434.54
Plan Operativo,Ene Acd AJ,Ene,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7012 - IVA,IVA,4560.46
Plan Operativo,Ene Acd AJ,Ene,LS_20 - Apoyo academico,UF_5692003001 - Graduaciones,ER_7001 - Servicios,Servicios,37868.71
Plan Operativo,Ene Acd AJ,Ene,LS_20 - Apoyo academico,UF_5692003001 - Graduaciones,ER_7002 - Gastos de Operacion,Gastos de Operacion,27500
Plan Operativo,Ene Acd AJ,Ene,LS_20 - Apoyo academico,UF_5692003001 - Graduaciones,ER_7012 - IVA,IVA,9805.3
Plan Operativo,Ene Acd AJ,Ene,LS_20 - Apoyo academico,UF_5692007000 - Biblioteca,ER_7012 - IVA,IVA,552
Plan Operativo,Ene Acd AJ,Ene,LS_20 - Apoyo academico,UF_5692007000 - Biblioteca,ER_7016 - Bibliografia,Bibliografia,5395.45
Plan Operativo,Ene Acd AJ,Ene,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7002 - Gastos de Operacion,Gastos de Operacion,5444.44
Plan Operativo,Ene Acd AJ,Ene,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7003 - Gastos de Viaje,Gastos de Viaje,26287.31
Plan Operativo,Ene Acd AJ,Ene,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7005 - Publicidad,Publicidad,6792.5
Plan Operativo,Ene Acd AJ,Ene,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7008 - Comunicaciones,Comunicaciones,3071.05
Plan Operativo,Ene Acd AJ,Ene,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7012 - IVA,IVA,6936.35
Plan Operativo,Ene Acd AJ,Ene,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7001 - Servicios,Servicios,7867.39
Plan Operativo,Ene Acd AJ,Ene,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7002 - Gastos de Operacion,Gastos de Operacion,3553
Plan Operativo,Ene Acd AJ,Ene,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7003 - Gastos de Viaje,Gastos de Viaje,7807.3
Plan Operativo,Ene Acd AJ,Ene,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7012 - IVA,IVA,4732.12
Plan Operativo,Ene Acd AJ,Ene,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7015 - Materiales,Materiales,11317.82
Plan Operativo,Ene Acd AJ,Ene,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7001 - Servicios,Servicios,10409.12
Plan Operativo,Ene Acd AJ,Ene,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7002 - Gastos de Operacion,Gastos de Operacion,6940.79
Plan Operativo,Ene Acd AJ,Ene,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7003 - Gastos de Viaje,Gastos de Viaje,4169.93
Plan Operativo,Ene Acd AJ,Ene,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7012 - IVA,IVA,4221.51
Plan Operativo,Ene Acd AJ,Ene,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7015 - Materiales,Materiales,5415.53
Plan Operativo,Ene Acd AJ,Ene,LS_23 - Vivencia de Alumnos,UF_5692305000 - Transporte Escolar,ER_7001 - Servicios,Servicios,38874
Plan Operativo,Ene Acd AJ,Ene,LS_23 - Vivencia de Alumnos,UF_5692305000 - Transporte Escolar,ER_7012 - IVA,IVA,5831.1
Plan Operativo,Ene Acd AJ,Ene,LS_40 - Administracion y Finanzas,UF_5694005000 - Abasto/Compras,ER_7002 - Gastos de Operacion,Gastos de Operacion,5544.36
Plan Operativo,Ene Acd AJ,Ene,LS_40 - Administracion y Finanzas,UF_5694005000 - Abasto/Compras,ER_7012 - IVA,IVA,1421.61
Plan Operativo,Ene Acd AJ,Ene,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7001 - Servicios,Servicios,27913
Plan Operativo,Ene Acd AJ,Ene,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7002 - Gastos de Operacion,Gastos de Operacion,11307.87
Plan Operativo,Ene Acd AJ,Ene,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7008 - Comunicaciones,Comunicaciones,755.26
Plan Operativo,Ene Acd AJ,Ene,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7012 - IVA,IVA,10958.61
Plan Operativo,Ene Acd AJ,Ene,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7015 - Materiales,Materiales,20488.27
Plan Operativo,Ene Acd AJ,Ene,LS_48 - Planta Fisica,UF_5694801000 - Mantenimiento,ER_7002 - Gastos de Operacion,Gastos de Operacion,30161.84
Plan Operativo,Ene Acd AJ,Ene,LS_48 - Planta Fisica,UF_5694801000 - Mantenimiento,ER_7007 - Mantenimiento,Mantenimiento,88739.31
Plan Operativo,Ene Acd AJ,Ene,LS_48 - Planta Fisica,UF_5694801000 - Mantenimiento,ER_7012 - IVA,IVA,17835.17
Plan Operativo,Ene Acd AJ,Ene,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7002 - Gastos de Operacion,Gastos de Operacion,33529.87
Plan Operativo,Ene Acd AJ,Ene,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7007 - Mantenimiento,Mantenimiento,6967.02
Plan Operativo,Ene Acd AJ,Ene,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7009 - Subcontrataciones,Subcontrataciones,160069.78
Plan Operativo,Ene Acd AJ,Ene,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7012 - IVA,IVA,30085
Plan Operativo,Ene Acd AJ,Ene,LS_48 - Planta Fisica,UF_5694805000 - Servicio de Vigilancia,ER_7009 - Subcontrataciones,Subcontrataciones,174636
Plan Operativo,Ene Acd AJ,Ene,LS_48 - Planta Fisica,UF_5694805000 - Servicio de Vigilancia,ER_7012 - IVA,IVA,26195.4
Plan Operativo,Ene Acd AJ,Ene,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7001 - Servicios,Servicios,36720.77
Plan Operativo,Ene Acd AJ,Ene,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7002 - Gastos de Operacion,Gastos de Operacion,156602.51
Plan Operativo,Ene Acd AJ,Ene,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7006 - Servicios Publicos,Servicios Publicos,50108.54
Plan Operativo,Ene Acd AJ,Ene,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7007 - Mantenimiento,Mantenimiento,2975.12
Plan Operativo,Ene Acd AJ,Ene,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7012 - IVA,IVA,27467.47
Plan Operativo,Ene Acd AJ,Ene,LS_49 - Tecnologias de Informacion,UF_5694999000 - Operacion TI,ER_7004 - Software,Software,248556.47
Plan Operativo,Ene Acd AJ,Ene,LS_49 - Tecnologias de Informacion,UF_5694999000 - Operacion TI,ER_7008 - Comunicaciones,Comunicaciones,17090.46
Plan Operativo,Ene Acd AJ,Ene,LS_49 - Tecnologias de Informacion,UF_5694999000 - Operacion TI,ER_7012 - IVA,IVA,33774.71
Plan Operativo,Ene Acd AJ,Ene,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7001 - Servicios,Servicios,156.75
Plan Operativo,Ene Acd AJ,Ene,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7002 - Gastos de Operacion,Gastos de Operacion,18653.82
Plan Operativo,Ene Acd AJ,Ene,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7003 - Gastos de Viaje,Gastos de Viaje,5262.46
Plan Operativo,Ene Acd AJ,Ene,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7008 - Comunicaciones,Comunicaciones,5393.7
Plan Operativo,Ene Acd AJ,Ene,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7012 - IVA,IVA,5302.15
Plan Operativo,Ene Acd AJ,Ene,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7015 - Materiales,Materiales,459.95
Plan Operativo,Ene Acd AJ,Ene,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7001 - Servicios,Servicios,2179.06
Plan Operativo,Ene Acd AJ,Ene,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7002 - Gastos de Operacion,Gastos de Operacion,11230.21
Plan Operativo,Ene Acd AJ,Ene,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7003 - Gastos de Viaje,Gastos de Viaje,8550.44
Plan Operativo,Ene Acd AJ,Ene,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7008 - Comunicaciones,Comunicaciones,4535.93
Plan Operativo,Ene Acd AJ,Ene,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7012 - IVA,IVA,5141.33
Plan Operativo,Ene Acd AJ,Ene,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7015 - Materiales,Materiales,724.84
Plan Operativo,Ene Acd AJ,Ene,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7002 - Gastos de Operacion,Gastos de Operacion,1828.04
Plan Operativo,Ene Acd AJ,Ene,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7008 - Comunicaciones,Comunicaciones,3966.71
Plan Operativo,Ene Acd AJ,Ene,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7012 - IVA,IVA,1247.48
Plan Operativo,Ene Acd AJ,Ene,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7015 - Materiales,Materiales,724.84
Plan Operativo,Ene Acd AJ,Ene,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7002 - Gastos de Operacion,Gastos de Operacion,7449.16
Plan Operativo,Ene Acd AJ,Ene,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7008 - Comunicaciones,Comunicaciones,7192.92
Plan Operativo,Ene Acd AJ,Ene,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7012 - IVA,IVA,3472.34
Plan Operativo,Ene Acd AJ,Ene,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7015 - Materiales,Materiales,724.85
Plan Operativo,Ene Acd AJ,Ene,LS_52 - Talento y Cultura,UF_5695299000 - Gestion De Talento Y Cultura,ER_7002 - Gastos de Operacion,Gastos de Operacion,5000
Plan Operativo,Ene Acd AJ,Ene,LS_52 - Talento y Cultura,UF_5695299000 - Gestion De Talento Y Cultura,ER_7012 - IVA,IVA,750
Plan Operativo,Ene Acd AJ,Ene,LS_99 - Operacion Institucional,UF_5699903000 - Comisiones Bancarias,ER_7011 - Comisiones Bancarias,Comisiones Bancarias,99001.22
Plan Operativo,Ene Acd AJ,Ene,LS_99 - Operacion Institucional,UF_5699907000 - Servicios Administrativos,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,1567467.38
Plan Operativo,Ene Acd AJ,Ene,LS_99 - Operacion Institucional,UF_5699914000 - PRESTAMO EDUCATIVO PROFESIONAL,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,136665.08
Plan Operativo,Feb Acd AJ,Feb,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7001 - Servicios,Servicios,12882.14
Plan Operativo,Feb Acd AJ,Feb,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7002 - Gastos de Operacion,Gastos de Operacion,59003.88
Plan Operativo,Feb Acd AJ,Feb,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7003 - Gastos de Viaje,Gastos de Viaje,517.66
Plan Operativo,Feb Acd AJ,Feb,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,3571.9
Plan Operativo,Feb Acd AJ,Feb,LS_01 - Ensenanza,UF_5690103000 - Preparatoria,ER_7012 - IVA,IVA,12597.4
Plan Operativo,Feb Acd AJ,Feb,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7001 - Servicios,Servicios,82789.23
Plan Operativo,Feb Acd AJ,Feb,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7002 - Gastos de Operacion,Gastos de Operacion,16534.34
Plan Operativo,Feb Acd AJ,Feb,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7003 - Gastos de Viaje,Gastos de Viaje,1757.33
Plan Operativo,Feb Acd AJ,Feb,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,11309.33
Plan Operativo,Feb Acd AJ,Feb,LS_01 - Ensenanza,UF_5690104000 - Profesional,ER_7012 - IVA,IVA,17976.43
Plan Operativo,Feb Acd AJ,Feb,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7001 - Servicios,Servicios,225.29
Plan Operativo,Feb Acd AJ,Feb,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7002 - Gastos de Operacion,Gastos de Operacion,250.82
Plan Operativo,Feb Acd AJ,Feb,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,5494.45
Plan Operativo,Feb Acd AJ,Feb,LS_01 - Ensenanza,UF_5690105000 - Maestria,ER_7012 - IVA,IVA,419.72
Plan Operativo,Feb Acd AJ,Feb,LS_01 - Ensenanza,UF_5690108000 - Alumnos Mixtos,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,65718.36
Plan Operativo,Feb Acd AJ,Feb,LS_01 - Ensenanza,UF_5690108001 - Alumnos OnLine,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,67062.15
Plan Operativo,Feb Acd AJ,Feb,LS_01 - Ensenanza,UF_5690108002 - Alumnos Connect,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,112227.7
Plan Operativo,Feb Acd AJ,Feb,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7001 - Servicios,Servicios,434.92
Plan Operativo,Feb Acd AJ,Feb,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7002 - Gastos de Operacion,Gastos de Operacion,250.8
Plan Operativo,Feb Acd AJ,Feb,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7003 - Gastos de Viaje,Gastos de Viaje,1406.02
Plan Operativo,Feb Acd AJ,Feb,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,103.92
Plan Operativo,Feb Acd AJ,Feb,LS_01 - Ensenanza,UF_5690110000 - Ejecutivo,ER_7012 - IVA,IVA,938.66
Plan Operativo,Feb Acd AJ,Feb,LS_13 - Arrendamientos,UF_5691301000 - Arrendamientos,ER_7001 - Servicios,Servicios,25000
Plan Operativo,Feb Acd AJ,Feb,LS_13 - Arrendamientos,UF_5691301000 - Arrendamientos,ER_7012 - IVA,IVA,3750
Plan Operativo,Feb Acd AJ,Feb,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7002 - Gastos de Operacion,Gastos de Operacion,51365.51
Plan Operativo,Feb Acd AJ,Feb,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7003 - Gastos de Viaje,Gastos de Viaje,188
Plan Operativo,Feb Acd AJ,Feb,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7010 - Irrecuperabilidad,Irrecuperabilidad,20434.54
Plan Operativo,Feb Acd AJ,Feb,LS_20 - Apoyo academico,UF_5692003000 - Administracion Academica,ER_7012 - IVA,IVA,2510.06
Plan Operativo,Feb Acd AJ,Feb,LS_20 - Apoyo academico,UF_5692003001 - Graduaciones,ER_7001 - Servicios,Servicios,36470.5
Plan Operativo,Feb Acd AJ,Feb,LS_20 - Apoyo academico,UF_5692003001 - Graduaciones,ER_7002 - Gastos de Operacion,Gastos de Operacion,8172.75
Plan Operativo,Feb Acd AJ,Feb,LS_20 - Apoyo academico,UF_5692003001 - Graduaciones,ER_7012 - IVA,IVA,6696.49
Plan Operativo,Feb Acd AJ,Feb,LS_20 - Apoyo academico,UF_5692007000 - Biblioteca,ER_7012 - IVA,IVA,552
Plan Operativo,Feb Acd AJ,Feb,LS_20 - Apoyo academico,UF_5692007000 - Biblioteca,ER_7016 - Bibliografia,Bibliografia,5395.45
Plan Operativo,Feb Acd AJ,Feb,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7001 - Servicios,Servicios,34211.01
Plan Operativo,Feb Acd AJ,Feb,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7002 - Gastos de Operacion,Gastos de Operacion,501.6
Plan Operativo,Feb Acd AJ,Feb,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7003 - Gastos de Viaje,Gastos de Viaje,11362.67
Plan Operativo,Feb Acd AJ,Feb,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7005 - Publicidad,Publicidad,8882.74
Plan Operativo,Feb Acd AJ,Feb,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7008 - Comunicaciones,Comunicaciones,718.89
Plan Operativo,Feb Acd AJ,Feb,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7012 - IVA,IVA,14047.97
Plan Operativo,Feb Acd AJ,Feb,LS_20 - Apoyo academico,UF_5692099000 - Dir General Campus,ER_7015 - Materiales,Materiales,33329.23
Plan Operativo,Feb Acd AJ,Feb,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7001 - Servicios,Servicios,7317.55
Plan Operativo,Feb Acd AJ,Feb,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7002 - Gastos de Operacion,Gastos de Operacion,26807.04
Plan Operativo,Feb Acd AJ,Feb,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7012 - IVA,IVA,5290.25
Plan Operativo,Feb Acd AJ,Feb,LS_21 - Asuntos estudiantiles,UF_5692101001 - Vive Preparatoria,ER_7015 - Materiales,Materiales,141.7
Plan Operativo,Feb Acd AJ,Feb,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7001 - Servicios,Servicios,6469.33
Plan Operativo,Feb Acd AJ,Feb,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7002 - Gastos de Operacion,Gastos de Operacion,7832.26
Plan Operativo,Feb Acd AJ,Feb,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7003 - Gastos de Viaje,Gastos de Viaje,15899.32
Plan Operativo,Feb Acd AJ,Feb,LS_21 - Asuntos estudiantiles,UF_5692101002 - Vive Profesional,ER_7012 - IVA,IVA,4711.34
Plan Operativo,Feb Acd AJ,Feb,LS_22 - Desarrollo social,UF_5692204000 - Servicio Social,ER_7013 - Gastos por Transferencias,Gastos por Transferencias,21745.72
Plan Operativo,Feb Acd AJ,Feb,LS_23 - Vivencia de Alumnos,UF_5692305000 - Transporte Escolar,ER_7001 - Servicios,Servicios,85946.02
Plan Operativo,Feb Acd AJ,Feb,LS_23 - Vivencia de Alumnos,UF_5692305000 - Transporte Escolar,ER_7012 - IVA,IVA,12891.9
Plan Operativo,Feb Acd AJ,Feb,LS_40 - Administracion y Finanzas,UF_5694005000 - Abasto/Compras,ER_7012 - IVA,IVA,589.95
Plan Operativo,Feb Acd AJ,Feb,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7001 - Servicios,Servicios,31083.53
Plan Operativo,Feb Acd AJ,Feb,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7002 - Gastos de Operacion,Gastos de Operacion,3129.22
Plan Operativo,Feb Acd AJ,Feb,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7008 - Comunicaciones,Comunicaciones,3040.41
Plan Operativo,Feb Acd AJ,Feb,LS_40 - Administracion y Finanzas,UF_5694099000 - Dir Servicios Apoyo,ER_7012 - IVA,IVA,7476.93
Plan Operativo,Feb Acd AJ,Feb,LS_48 - Planta Fisica,UF_5694801000 - Mantenimiento,ER_7002 - Gastos de Operacion,Gastos de Operacion,41235.7
Plan Operativo,Feb Acd AJ,Feb,LS_48 - Planta Fisica,UF_5694801000 - Mantenimiento,ER_7007 - Mantenimiento,Mantenimiento,337874.63
Plan Operativo,Feb Acd AJ,Feb,LS_48 - Planta Fisica,UF_5694801000 - Mantenimiento,ER_7012 - IVA,IVA,56866.55
Plan Operativo,Feb Acd AJ,Feb,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7002 - Gastos de Operacion,Gastos de Operacion,7733
Plan Operativo,Feb Acd AJ,Feb,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7007 - Mantenimiento,Mantenimiento,7047.48
Plan Operativo,Feb Acd AJ,Feb,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7009 - Subcontrataciones,Subcontrataciones,143679.78
Plan Operativo,Feb Acd AJ,Feb,LS_48 - Planta Fisica,UF_5694803000 - Servicio de limpieza,ER_7012 - IVA,IVA,23769.04
Plan Operativo,Feb Acd AJ,Feb,LS_48 - Planta Fisica,UF_5694805000 - Servicio de Vigilancia,ER_7009 - Subcontrataciones,Subcontrataciones,174636
Plan Operativo,Feb Acd AJ,Feb,LS_48 - Planta Fisica,UF_5694805000 - Servicio de Vigilancia,ER_7012 - IVA,IVA,26195.4
Plan Operativo,Feb Acd AJ,Feb,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7001 - Servicios,Servicios,19970.27
Plan Operativo,Feb Acd AJ,Feb,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7002 - Gastos de Operacion,Gastos de Operacion,55091.65
Plan Operativo,Feb Acd AJ,Feb,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7006 - Servicios Publicos,Servicios Publicos,31636.07
Plan Operativo,Feb Acd AJ,Feb,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7007 - Mantenimiento,Mantenimiento,4145.52
Plan Operativo,Feb Acd AJ,Feb,LS_48 - Planta Fisica,UF_5694899000 - Dir Planta Fisica,ER_7012 - IVA,IVA,12457.69
Plan Operativo,Feb Acd AJ,Feb,LS_49 - Tecnologias de Informacion,UF_5694999000 - Operacion TI,ER_7004 - Software,Software,205158.84
Plan Operativo,Feb Acd AJ,Feb,LS_49 - Tecnologias de Informacion,UF_5694999000 - Operacion TI,ER_7008 - Comunicaciones,Comunicaciones,14106.49
Plan Operativo,Feb Acd AJ,Feb,LS_49 - Tecnologias de Informacion,UF_5694999000 - Operacion TI,ER_7012 - IVA,IVA,28092.87
Plan Operativo,Feb Acd AJ,Feb,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7001 - Servicios,Servicios,8988.38
Plan Operativo,Feb Acd AJ,Feb,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7002 - Gastos de Operacion,Gastos de Operacion,8591.28
Plan Operativo,Feb Acd AJ,Feb,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7003 - Gastos de Viaje,Gastos de Viaje,3236.17
Plan Operativo,Feb Acd AJ,Feb,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7008 - Comunicaciones,Comunicaciones,2156.7
Plan Operativo,Feb Acd AJ,Feb,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7012 - IVA,IVA,5194.01
Plan Operativo,Feb Acd AJ,Feb,LS_51 - Atraccion y Ventas,UF_5695101000 - Atraccion Prepa,ER_7015 - Materiales,Materiales,6233.19
Plan Operativo,Feb Acd AJ,Feb,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7001 - Servicios,Servicios,3448.5
Plan Operativo,Feb Acd AJ,Feb,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7002 - Gastos de Operacion,Gastos de Operacion,1568.33
Plan Operativo,Feb Acd AJ,Feb,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7008 - Comunicaciones,Comunicaciones,1080.21
Plan Operativo,Feb Acd AJ,Feb,LS_51 - Atraccion y Ventas,UF_5695102000 - Atraccion Profesional,ER_7012 - IVA,IVA,1972.81
Plan Operativo,Feb Acd AJ,Feb,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7002 - Gastos de Operacion,Gastos de Operacion,1529.99
Plan Operativo,Feb Acd AJ,Feb,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7008 - Comunicaciones,Comunicaciones,718.9
Plan Operativo,Feb Acd AJ,Feb,LS_51 - Atraccion y Ventas,UF_5695103000 - Atraccion Maestria,ER_7012 - IVA,IVA,606.88
Plan Operativo,Feb Acd AJ,Feb,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7002 - Gastos de Operacion,Gastos de Operacion,4969.49
Plan Operativo,Feb Acd AJ,Feb,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7008 - Comunicaciones,Comunicaciones,718.9
Plan Operativo,Feb Acd AJ,Feb,LS_51 - Atraccion y Ventas,UF_5695104000 - Atraccion Ejecutivo,ER_7012 - IVA,IVA,2020.56
